Date,Region,Road_Type,Vehicle_Type,Vehicle_Count,Avg_Speed_kmph,Traffic_Density,Weather,Temperature_C,Humidity_%,Air_Quality_Index,Accidents_Reported,Signal_Delay_sec,Peak_Hour,Congestion_Level
20-11-2025,West Zone,Highway,Bike,1670,36,0.88,Cloudy,22,51,65,3,146,No,Low
21-11-2025,East Zone,Urban,Car,3391,50,0.9,Cloudy,39,56,155,4,246,No,Medium
22-11-2025,North Zone,Rural,Bus,2412,66,0.77,Cloudy,39,84,124,5,84,No,Medium
23-11-2025,Central Zone,Urban,Bus,4791,76,0.91,Foggy,40,81,100,1,237,No,High
24-11-2025,West Zone,Highway,Bus,1361,27,0.32,Sunny,26,73,62,0,75,No,High
25-11-2025,West Zone,Highway,Bike,4898,35,0.51,Sunny,28,71,190,3,85,No,High
26-11-2025,North Zone,Highway,Car,4870,41,0.45,Foggy,28,53,194,1,184,No,High
27-11-2025,East Zone,Rural,Car,4382,23,0.62,Sunny,23,78,178,0,53,No,High
28-11-2025,West Zone,Highway,Bike,4018,68,0.62,Cloudy,29,42,187,2,79,Yes,High
29-11-2025,East Zone,Urban,Truck,2076,53,0.65,Rainy,30,77,129,5,65,No,Medium
30-11-2025,East Zone,Urban,Bike,1567,47,0.47,Sunny,36,42,67,4,168,Yes,Low
01-12-2025,West Zone,Urban,Truck,1207,78,0.5,Cloudy,26,53,76,1,296,No,Low
02-12-2025,South Zone,Highway,Bus,1148,80,0.59,Cloudy,32,66,141,5,70,No,Low
03-12-2025,South Zone,Highway,Bus,2580,58,0.59,Cloudy,22,61,128,3,282,No,Medium
04-12-2025,Central Zone,Urban,Car,1480,32,0.39,Rainy,21,72,104,4,243,Yes,Low
05-12-2025,South Zone,Urban,Car,1567,45,0.32,Cloudy,36,58,191,2,275,Yes,Low
06-12-2025,East Zone,Rural,Bike,2794,48,0.56,Cloudy,34,40,132,5,148,Yes,Medium
07-12-2025,Central Zone,Urban,Bike,3623,39,0.6,Cloudy,36,78,123,1,68,Yes,High
08-12-2025,Central Zone,Highway,Bus,4664,21,0.53,Cloudy,38,62,120,5,65,No,High
09-12-2025,West Zone,Highway,Bus,890,52,0.46,Sunny,39,42,116,4,96,Yes,Low
10-12-2025,West Zone,Rural,Bike,1777,70,0.82,Sunny,31,48,152,1,172,No,Low
11-12-2025,Central Zone,Rural,Bike,3699,60,0.81,Sunny,26,86,171,2,221,No,High
12-12-2025,East Zone,Rural,Bus,3976,73,0.37,Sunny,37,82,192,1,194,No,High
13-12-2025,Central Zone,Highway,Bus,1224,26,0.46,Sunny,25,63,70,0,260,Yes,High
14-12-2025,Central Zone,Highway,Truck,1282,22,0.9,Rainy,22,90,146,0,300,Yes,High
15-12-2025,Central Zone,Rural,Bus,4985,32,0.62,Rainy,35,70,84,1,40,No,High
16-12-2025,South Zone,Rural,Bus,4707,39,0.41,Rainy,26,65,124,0,261,Yes,High
17-12-2025,West Zone,Rural,Bus,1131,37,0.96,Foggy,34,72,145,4,172,Yes,Low
18-12-2025,South Zone,Rural,Bus,1977,65,0.86,Foggy,21,90,64,1,41,Yes,Medium
19-12-2025,South Zone,Urban,Car,1176,34,0.53,Rainy,38,68,86,3,241,Yes,Low
20-12-2025,North Zone,Urban,Car,4226,36,0.54,Rainy,29,54,186,3,188,Yes,High
21-12-2025,East Zone,Urban,Bike,3905,62,0.95,Cloudy,35,72,173,4,180,Yes,High
22-12-2025,Central Zone,Urban,Car,865,48,0.89,Sunny,34,86,179,0,153,No,Low
23-12-2025,South Zone,Urban,Bus,1482,59,0.59,Rainy,32,88,170,5,280,Yes,Low
24-12-2025,West Zone,Rural,Bus,2267,46,0.98,Cloudy,20,40,120,0,125,No,Medium
25-12-2025,Central Zone,Urban,Bus,2903,24,0.94,Rainy,36,65,180,0,218,Yes,High
26-12-2025,South Zone,Highway,Bike,1922,37,0.46,Foggy,34,49,159,3,58,No,Medium
27-12-2025,West Zone,Urban,Car,2862,68,0.73,Sunny,39,68,90,4,191,No,Medium
28-12-2025,South Zone,Rural,Bike,2207,35,0.78,Cloudy,36,85,78,0,213,Yes,Medium
29-12-2025,Central Zone,Highway,Truck,3990,61,0.54,Cloudy,24,74,155,5,102,Yes,High
30-12-2025,North Zone,Urban,Bike,4783,40,0.69,Cloudy,35,82,188,3,140,Yes,High
31-12-2025,North Zone,Urban,Car,3660,30,0.52,Rainy,39,57,73,4,271,Yes,High
01-01-2025,West Zone,Highway,Bike,2445,37,0.6,Cloudy,21,88,60,1,229,No,Medium
02-01-2025,Central Zone,Highway,Car,1577,32,0.93,Cloudy,24,90,97,0,69,Yes,Low
03-01-2025,South Zone,Rural,Bus,3639,37,0.44,Foggy,29,74,90,0,138,No,High
04-01-2025,South Zone,Highway,Bike,3310,32,0.99,Sunny,31,40,70,2,60,Yes,Medium
05-01-2025,West Zone,Urban,Truck,3266,33,0.58,Cloudy,24,80,131,5,113,No,Medium
06-01-2025,Central Zone,Urban,Bike,4215,34,0.65,Sunny,27,45,68,5,288,No,High
07-01-2025,West Zone,Highway,Bike,858,47,0.82,Rainy,21,55,164,1,145,No,Low
08-01-2025,West Zone,Rural,Bus,1371,21,0.84,Sunny,38,59,158,5,160,No,High
09-01-2025,West Zone,Urban,Bike,1807,78,0.51,Foggy,28,88,94,4,170,Yes,Medium
10-01-2025,East Zone,Rural,Bike,911,56,0.88,Cloudy,24,74,184,5,199,Yes,Low
11-01-2025,East Zone,Highway,Car,924,74,0.6,Cloudy,38,41,128,2,66,No,Low
12-01-2025,South Zone,Highway,Bus,2161,44,0.84,Cloudy,39,73,102,1,146,No,Medium
13-01-2025,West Zone,Urban,Car,4996,69,0.31,Sunny,34,64,93,1,281,Yes,High
14-01-2025,South Zone,Highway,Car,3063,55,0.65,Rainy,35,62,81,3,155,Yes,Medium
15-01-2025,South Zone,Rural,Bike,1073,53,0.69,Foggy,26,47,100,4,283,No,Low
16-01-2025,South Zone,Urban,Car,1224,52,0.68,Cloudy,32,62,134,4,227,Yes,Low
17-01-2025,Central Zone,Urban,Bus,4198,73,0.77,Foggy,35,61,100,3,107,Yes,High
18-01-2025,South Zone,Highway,Bus,2492,73,0.6,Foggy,39,68,196,0,143,No,Medium
19-01-2025,South Zone,Urban,Truck,2035,73,0.79,Sunny,21,60,183,0,78,Yes,Medium
20-01-2025,South Zone,Highway,Bike,3950,29,0.88,Foggy,24,41,64,2,280,Yes,High
21-01-2025,West Zone,Highway,Car,4937,58,0.51,Foggy,39,64,170,3,170,No,High
22-01-2025,West Zone,Urban,Car,2302,48,0.97,Cloudy,29,41,74,3,166,No,Medium
23-01-2025,East Zone,Highway,Bike,4667,57,0.85,Cloudy,23,42,144,0,174,Yes,High
24-01-2025,West Zone,Highway,Bike,3329,48,0.63,Cloudy,32,63,177,0,165,Yes,Medium
25-01-2025,East Zone,Urban,Car,2420,29,0.65,Cloudy,32,63,141,4,222,Yes,High
26-01-2025,East Zone,Rural,Car,3413,49,0.32,Foggy,34,82,122,1,115,Yes,Medium
27-01-2025,North Zone,Rural,Car,2358,30,0.78,Rainy,37,45,194,0,275,No,Medium
28-01-2025,East Zone,Urban,Bus,4661,41,0.95,Foggy,26,41,77,2,150,No,High
29-01-2025,West Zone,Rural,Car,2721,31,0.71,Foggy,32,46,78,2,96,Yes,Medium
30-01-2025,East Zone,Highway,Bus,3242,47,0.66,Sunny,27,48,102,4,169,Yes,Medium
31-01-2025,North Zone,Rural,Truck,2091,45,0.52,Cloudy,21,56,143,5,34,No,Medium
01-02-2025,South Zone,Urban,Bike,1576,40,0.74,Cloudy,32,63,175,3,277,No,Low
02-02-2025,West Zone,Highway,Bike,2523,63,0.42,Foggy,31,85,70,5,107,No,Medium
03-02-2025,South Zone,Urban,Truck,3924,79,0.33,Rainy,28,53,179,4,228,Yes,High
04-02-2025,East Zone,Highway,Bus,1770,27,0.41,Cloudy,35,42,68,5,295,Yes,High
05-02-2025,North Zone,Rural,Car,2456,25,0.37,Sunny,37,62,96,2,252,No,High
06-02-2025,South Zone,Urban,Car,2040,22,0.57,Rainy,24,87,144,3,129,Yes,High
07-02-2025,South Zone,Rural,Bus,4139,61,0.44,Sunny,25,60,156,1,79,Yes,High
08-02-2025,Central Zone,Highway,Bus,3108,73,0.39,Sunny,27,60,163,1,31,Yes,Medium
09-02-2025,South Zone,Urban,Bike,2432,62,0.53,Sunny,21,64,191,5,157,No,Medium
10-02-2025,East Zone,Rural,Bike,804,72,0.62,Rainy,29,54,96,3,89,Yes,Low
11-02-2025,South Zone,Highway,Car,4646,61,0.85,Cloudy,38,67,126,1,282,No,High
12-02-2025,West Zone,Rural,Bike,3355,46,0.87,Sunny,24,80,99,4,281,No,Medium
13-02-2025,East Zone,Urban,Truck,1581,69,0.74,Rainy,31,68,77,5,157,Yes,Low
14-02-2025,North Zone,Rural,Car,4290,53,0.35,Foggy,32,44,149,4,274,No,High
15-02-2025,Central Zone,Highway,Bus,2128,26,0.67,Sunny,27,67,143,1,79,Yes,High
16-02-2025,West Zone,Urban,Truck,3215,71,0.34,Rainy,21,79,143,4,139,Yes,Medium
17-02-2025,Central Zone,Highway,Car,1752,28,0.61,Rainy,39,44,140,2,57,Yes,High
18-02-2025,South Zone,Highway,Truck,2571,56,0.95,Cloudy,40,66,96,5,147,Yes,Medium
19-02-2025,West Zone,Urban,Truck,3338,58,0.46,Cloudy,31,80,148,5,210,No,Medium
20-02-2025,West Zone,Rural,Truck,983,61,0.9,Foggy,23,87,135,1,220,No,Low
21-02-2025,West Zone,Rural,Truck,2920,29,0.78,Rainy,39,63,78,5,186,No,High
22-02-2025,East Zone,Highway,Bus,4884,61,0.68,Foggy,32,83,118,5,102,No,High
23-02-2025,Central Zone,Urban,Car,1754,29,0.73,Cloudy,30,84,161,1,66,No,High
24-02-2025,North Zone,Highway,Bike,2637,39,0.6,Rainy,21,60,132,2,198,Yes,Medium
25-02-2025,Central Zone,Highway,Bike,3587,45,0.45,Sunny,31,72,123,0,93,No,High
26-02-2025,North Zone,Urban,Bus,2527,70,0.49,Cloudy,20,82,196,4,188,No,Medium
27-02-2025,Central Zone,Urban,Car,3577,25,0.95,Foggy,21,60,187,1,239,Yes,High
28-02-2025,Central Zone,Rural,Bike,4390,70,0.79,Rainy,38,75,50,1,238,No,High
01-03-2025,West Zone,Rural,Car,4308,45,0.4,Foggy,28,40,163,5,291,No,High
02-03-2025,West Zone,Urban,Bus,910,55,0.96,Foggy,37,88,185,1,78,Yes,Low
03-03-2025,Central Zone,Urban,Car,1607,46,1,Rainy,36,71,117,5,264,Yes,Low
04-03-2025,East Zone,Highway,Car,4130,75,0.47,Foggy,24,65,95,5,142,Yes,High
05-03-2025,East Zone,Urban,Bus,3742,74,0.35,Sunny,28,55,108,1,96,Yes,High
06-03-2025,West Zone,Urban,Car,2057,61,0.67,Cloudy,20,49,69,3,270,Yes,Medium
07-03-2025,North Zone,Highway,Truck,4185,40,0.74,Sunny,27,67,147,2,164,Yes,High
08-03-2025,Central Zone,Urban,Bus,4770,46,0.31,Cloudy,22,68,97,1,131,Yes,High
09-03-2025,West Zone,Highway,Truck,2802,61,0.47,Cloudy,33,59,106,1,130,Yes,Medium
10-03-2025,South Zone,Highway,Car,2153,42,0.54,Foggy,23,51,193,5,126,No,Medium
11-03-2025,East Zone,Rural,Car,4229,24,0.6,Rainy,29,48,98,1,250,Yes,High
12-03-2025,South Zone,Rural,Bus,2534,21,0.64,Sunny,22,64,153,3,228,No,High
13-03-2025,North Zone,Highway,Bus,3731,21,0.4,Cloudy,27,65,192,3,65,No,High
14-03-2025,East Zone,Rural,Bike,1949,61,0.38,Cloudy,32,69,132,2,94,Yes,Medium
15-03-2025,South Zone,Highway,Car,1788,49,0.34,Rainy,34,41,160,2,239,No,Low
16-03-2025,Central Zone,Urban,Car,3697,37,0.93,Foggy,25,59,150,1,132,No,High
17-03-2025,West Zone,Rural,Bus,1651,73,0.68,Rainy,35,47,124,2,139,No,Low
18-03-2025,West Zone,Urban,Bike,1903,58,0.95,Rainy,24,40,196,1,123,Yes,Medium
19-03-2025,West Zone,Urban,Bike,3360,25,0.66,Cloudy,23,72,72,4,89,No,High
20-03-2025,North Zone,Urban,Car,2442,76,0.84,Sunny,32,45,132,3,42,Yes,Medium
21-03-2025,West Zone,Rural,Truck,3232,70,0.3,Rainy,32,51,124,2,187,No,Medium
22-03-2025,East Zone,Rural,Truck,1122,42,0.82,Foggy,26,61,151,4,167,Yes,Low
23-03-2025,East Zone,Rural,Truck,1005,72,0.96,Sunny,32,89,161,5,130,No,Low
24-03-2025,South Zone,Urban,Truck,4248,72,0.96,Cloudy,22,88,191,0,80,Yes,High
25-03-2025,Central Zone,Urban,Bus,1949,59,0.86,Cloudy,29,57,192,1,299,Yes,Medium
26-03-2025,West Zone,Urban,Truck,1576,49,0.31,Cloudy,38,85,88,1,191,No,Low
27-03-2025,South Zone,Highway,Bus,4446,43,0.62,Rainy,29,90,84,1,89,Yes,High
28-03-2025,West Zone,Urban,Truck,2039,27,0.5,Rainy,27,43,99,1,126,Yes,High
29-03-2025,West Zone,Urban,Car,2127,77,0.44,Rainy,29,50,107,2,142,Yes,Medium
30-03-2025,South Zone,Highway,Car,1125,27,0.61,Rainy,32,81,90,4,125,No,High
31-03-2025,West Zone,Urban,Truck,4167,33,0.34,Cloudy,38,89,153,1,40,No,High
01-04-2025,North Zone,Urban,Car,4714,38,0.99,Rainy,40,80,163,5,71,Yes,High
02-04-2025,North Zone,Highway,Car,1436,43,0.54,Foggy,22,85,115,1,170,Yes,Low
03-04-2025,East Zone,Rural,Car,4283,53,0.32,Foggy,28,79,175,5,177,Yes,High
04-04-2025,West Zone,Highway,Car,4878,54,0.48,Foggy,31,45,154,1,101,No,High
05-04-2025,East Zone,Rural,Truck,2965,67,0.32,Cloudy,34,76,123,0,152,No,Medium
06-04-2025,West Zone,Highway,Bike,1311,32,0.61,Sunny,21,61,79,1,53,No,Low
07-04-2025,South Zone,Highway,Bus,2614,72,0.37,Sunny,36,41,131,4,264,Yes,Medium
08-04-2025,North Zone,Highway,Truck,2353,57,0.94,Sunny,32,78,199,5,255,No,Medium
09-04-2025,East Zone,Rural,Bike,1049,24,0.82,Foggy,33,65,183,3,291,No,High
10-04-2025,Central Zone,Urban,Bike,2196,49,0.68,Rainy,22,55,62,4,171,Yes,Medium
11-04-2025,South Zone,Rural,Truck,4187,75,0.48,Foggy,33,70,79,3,142,No,High
12-04-2025,East Zone,Rural,Bike,985,67,0.86,Foggy,35,58,116,0,158,No,Low
13-04-2025,South Zone,Highway,Bike,1139,64,0.65,Sunny,30,68,97,1,234,No,Low
14-04-2025,West Zone,Highway,Bike,2763,37,0.84,Sunny,27,65,117,0,151,No,Medium
15-04-2025,East Zone,Rural,Bus,2316,45,0.73,Sunny,31,85,75,1,64,No,Medium
16-04-2025,East Zone,Rural,Truck,2916,73,0.37,Cloudy,27,42,191,1,166,Yes,Medium
17-04-2025,North Zone,Highway,Truck,3495,38,0.88,Sunny,34,78,172,5,155,Yes,Medium
18-04-2025,North Zone,Urban,Bike,2014,31,0.38,Foggy,30,84,64,1,254,No,Medium
19-04-2025,Central Zone,Highway,Bike,2635,41,0.38,Sunny,20,78,154,5,60,Yes,Medium
20-04-2025,North Zone,Urban,Truck,4422,41,0.37,Rainy,20,74,125,3,90,No,High
21-04-2025,West Zone,Urban,Car,3687,66,0.51,Cloudy,28,62,159,1,205,Yes,High
22-04-2025,South Zone,Urban,Bus,2087,45,0.94,Sunny,37,86,149,3,283,No,Medium
23-04-2025,North Zone,Urban,Bus,1628,75,0.37,Foggy,20,52,111,5,151,No,Low
24-04-2025,South Zone,Urban,Truck,4175,20,0.56,Sunny,21,58,84,5,264,Yes,High
25-04-2025,East Zone,Rural,Bike,2694,73,0.51,Rainy,40,46,143,5,140,No,Medium
26-04-2025,North Zone,Rural,Bike,3937,71,0.69,Sunny,31,40,183,4,146,No,High
27-04-2025,North Zone,Highway,Bike,1556,69,0.58,Foggy,35,74,80,5,221,Yes,Low
28-04-2025,Central Zone,Urban,Car,4688,30,0.99,Cloudy,27,49,129,2,65,No,High
29-04-2025,South Zone,Rural,Car,1613,43,0.8,Cloudy,36,62,107,0,262,No,Low
30-04-2025,Central Zone,Urban,Truck,3849,61,0.71,Foggy,34,60,84,4,164,Yes,High
01-05-2025,South Zone,Rural,Bike,1259,46,0.82,Cloudy,35,56,131,3,186,Yes,Low
02-05-2025,East Zone,Rural,Bus,1711,50,0.45,Foggy,33,41,124,0,199,No,Low
03-05-2025,North Zone,Rural,Truck,3353,65,0.34,Sunny,33,46,143,1,277,No,Medium
04-05-2025,Central Zone,Highway,Bike,1707,65,0.58,Cloudy,40,68,72,3,232,Yes,Low
05-05-2025,South Zone,Highway,Car,3071,72,0.63,Rainy,26,76,138,4,283,No,Medium
06-05-2025,East Zone,Rural,Car,4464,42,0.64,Foggy,20,45,150,3,59,No,High
07-05-2025,East Zone,Highway,Car,4363,72,0.59,Sunny,23,70,194,0,138,Yes,High
08-05-2025,South Zone,Rural,Bike,2919,21,0.34,Cloudy,25,41,50,4,103,Yes,High
09-05-2025,North Zone,Highway,Car,3058,30,0.78,Sunny,26,75,84,2,140,No,Medium
10-05-2025,South Zone,Urban,Truck,2553,56,0.5,Foggy,23,46,117,0,39,Yes,Medium
11-05-2025,West Zone,Highway,Truck,2637,44,0.75,Cloudy,32,59,178,1,267,Yes,Medium
12-05-2025,South Zone,Urban,Bike,4181,71,0.86,Cloudy,25,82,130,4,113,Yes,High
13-05-2025,West Zone,Urban,Bike,2552,56,0.55,Cloudy,27,53,110,5,160,No,Medium
14-05-2025,North Zone,Highway,Car,3391,76,0.84,Rainy,35,57,133,2,272,Yes,Medium
15-05-2025,North Zone,Rural,Bus,1617,79,0.86,Rainy,39,55,185,0,74,Yes,Low
16-05-2025,East Zone,Rural,Bike,1826,33,0.92,Sunny,21,64,67,0,30,Yes,Medium
17-05-2025,East Zone,Urban,Truck,2548,41,0.62,Foggy,29,42,174,5,30,No,Medium
18-05-2025,North Zone,Rural,Truck,1595,75,0.65,Cloudy,22,87,165,0,282,Yes,Low
19-05-2025,Central Zone,Rural,Bus,3000,35,0.65,Rainy,35,48,107,3,52,No,Medium
20-05-2025,Central Zone,Rural,Bus,950,53,0.85,Cloudy,27,43,171,4,200,No,Low
21-05-2025,West Zone,Urban,Bus,1035,47,0.79,Cloudy,34,42,165,4,36,Yes,Low
22-05-2025,West Zone,Rural,Car,3344,78,0.36,Cloudy,22,86,50,2,285,No,Medium
23-05-2025,Central Zone,Rural,Car,3374,63,0.7,Cloudy,30,71,162,5,159,Yes,Medium
24-05-2025,West Zone,Urban,Car,4631,44,0.97,Sunny,32,90,68,5,82,Yes,High
25-05-2025,West Zone,Urban,Truck,2496,35,0.9,Rainy,24,88,73,3,145,Yes,Medium
26-05-2025,West Zone,Urban,Bus,1065,63,0.77,Rainy,26,89,183,4,209,Yes,Low
27-05-2025,North Zone,Urban,Bike,1755,43,0.54,Foggy,27,45,141,3,67,Yes,Low
28-05-2025,Central Zone,Urban,Truck,1336,55,0.92,Sunny,29,81,94,0,242,No,Low
29-05-2025,Central Zone,Urban,Bus,2988,36,0.34,Rainy,27,47,70,3,275,Yes,Medium
30-05-2025,South Zone,Urban,Car,1422,43,0.32,Cloudy,40,45,84,2,293,Yes,Low
31-05-2025,East Zone,Highway,Bus,2793,47,0.64,Sunny,27,53,153,3,176,No,Medium
01-06-2025,Central Zone,Highway,Truck,2713,74,0.4,Rainy,24,50,155,5,227,No,Medium
02-06-2025,West Zone,Rural,Truck,1628,38,0.44,Foggy,35,67,109,2,103,No,Low
03-06-2025,East Zone,Urban,Bike,1755,56,0.74,Rainy,34,40,75,4,33,Yes,Low
04-06-2025,South Zone,Highway,Bus,3369,39,0.5,Sunny,24,61,86,3,197,No,Medium
05-06-2025,West Zone,Rural,Bus,3733,33,0.81,Rainy,33,73,185,1,93,Yes,High
06-06-2025,West Zone,Highway,Bus,3548,32,0.42,Foggy,34,61,132,5,242,No,High
07-06-2025,North Zone,Rural,Car,2197,77,0.35,Sunny,31,78,189,4,197,No,Medium
08-06-2025,West Zone,Highway,Bus,2010,76,0.44,Sunny,40,78,138,5,286,Yes,Medium
09-06-2025,South Zone,Highway,Bike,2792,61,0.39,Cloudy,30,55,123,3,135,No,Medium
10-06-2025,West Zone,Highway,Bike,2625,27,0.32,Sunny,34,48,95,4,274,Yes,High
11-06-2025,South Zone,Urban,Bike,3662,39,0.88,Rainy,34,53,120,0,110,Yes,High
12-06-2025,West Zone,Highway,Truck,3291,33,0.57,Foggy,35,75,119,1,134,No,Medium
13-06-2025,Central Zone,Rural,Bus,908,65,0.47,Sunny,33,60,93,5,128,No,Low
14-06-2025,North Zone,Urban,Truck,2878,30,0.34,Rainy,29,56,51,2,45,No,Medium
15-06-2025,Central Zone,Urban,Bus,1408,39,0.36,Sunny,38,63,62,4,43,Yes,Low
16-06-2025,East Zone,Highway,Truck,2975,80,0.79,Cloudy,29,40,115,5,136,Yes,Medium
17-06-2025,South Zone,Highway,Bus,1251,50,0.94,Cloudy,30,52,137,1,77,No,Low
18-06-2025,North Zone,Rural,Bike,2524,44,0.77,Rainy,38,62,180,4,34,Yes,Medium
19-06-2025,North Zone,Urban,Bike,2952,65,0.49,Sunny,40,68,129,3,170,No,Medium
20-06-2025,East Zone,Rural,Bus,1712,52,0.68,Rainy,27,61,182,3,61,No,Low
21-06-2025,West Zone,Highway,Bike,1814,54,0.3,Rainy,22,68,76,4,185,No,Medium
22-06-2025,West Zone,Rural,Truck,3430,35,0.37,Rainy,34,85,105,0,63,Yes,Medium
23-06-2025,Central Zone,Urban,Car,1942,69,0.43,Cloudy,35,82,157,5,233,No,Medium
24-06-2025,West Zone,Rural,Car,4086,71,0.81,Sunny,22,45,183,2,52,Yes,High
25-06-2025,West Zone,Rural,Bike,3117,60,0.43,Rainy,39,65,53,1,272,No,Medium
26-06-2025,North Zone,Highway,Truck,1870,59,0.89,Foggy,39,47,93,2,111,Yes,Medium
27-06-2025,West Zone,Urban,Bike,1996,27,0.97,Sunny,23,66,92,5,283,Yes,High
28-06-2025,West Zone,Urban,Car,1725,61,0.52,Sunny,27,40,133,3,132,Yes,Low
29-06-2025,West Zone,Rural,Car,1302,66,0.46,Rainy,23,71,73,1,275,No,Low
30-06-2025,West Zone,Rural,Bus,3270,53,0.43,Rainy,30,70,156,3,188,Yes,Medium
01-07-2025,Central Zone,Rural,Truck,1981,45,0.67,Foggy,35,90,115,4,111,Yes,Medium
02-07-2025,Central Zone,Highway,Bike,3636,68,0.7,Sunny,20,49,53,3,86,Yes,High
03-07-2025,Central Zone,Highway,Bike,2820,27,0.95,Cloudy,39,87,69,0,268,No,High
04-07-2025,South Zone,Highway,Bus,2399,59,0.4,Rainy,33,58,156,0,186,No,Medium
05-07-2025,West Zone,Rural,Bike,1487,67,0.33,Foggy,21,65,199,2,225,Yes,Low
06-07-2025,East Zone,Urban,Bus,1906,30,0.38,Foggy,37,40,125,1,192,No,Medium
07-07-2025,West Zone,Urban,Car,3339,66,0.52,Foggy,31,67,56,5,34,No,Medium
08-07-2025,South Zone,Rural,Bike,3987,29,0.9,Cloudy,33,84,199,3,74,Yes,High
09-07-2025,West Zone,Urban,Bike,2122,26,0.69,Cloudy,20,90,129,5,245,Yes,High
10-07-2025,Central Zone,Urban,Bike,1965,78,0.62,Rainy,31,42,82,5,58,No,Medium
11-07-2025,Central Zone,Urban,Bike,2607,55,0.43,Sunny,30,56,57,5,59,No,Medium
12-07-2025,South Zone,Highway,Truck,4816,61,0.72,Cloudy,28,81,161,1,223,No,High
13-07-2025,East Zone,Urban,Car,1181,76,0.74,Foggy,33,42,122,3,234,No,Low
14-07-2025,North Zone,Urban,Truck,2885,70,0.72,Rainy,35,89,126,3,265,No,Medium
15-07-2025,North Zone,Rural,Car,2170,67,0.88,Cloudy,35,63,176,2,252,No,Medium
16-07-2025,West Zone,Rural,Truck,3655,38,0.56,Foggy,32,42,143,2,283,Yes,High
17-07-2025,West Zone,Highway,Truck,3133,31,0.32,Sunny,20,47,89,1,216,Yes,Medium
18-07-2025,North Zone,Urban,Bus,4352,24,0.89,Sunny,33,51,69,0,35,Yes,High
19-07-2025,South Zone,Urban,Car,876,33,0.65,Foggy,20,89,113,1,124,No,Low
20-07-2025,Central Zone,Rural,Car,4786,72,0.8,Cloudy,25,46,131,4,203,Yes,High
21-07-2025,Central Zone,Rural,Truck,3397,23,0.62,Foggy,36,48,109,5,100,No,High
22-07-2025,Central Zone,Rural,Bike,4874,22,0.59,Sunny,26,52,54,1,38,Yes,High
23-07-2025,South Zone,Rural,Bike,2106,32,0.72,Foggy,29,79,196,3,296,No,Medium
24-07-2025,South Zone,Rural,Car,3100,70,0.83,Sunny,29,61,90,4,203,Yes,Medium
25-07-2025,North Zone,Urban,Truck,885,29,0.78,Rainy,37,81,92,2,265,No,High
26-07-2025,Central Zone,Rural,Truck,3681,31,0.34,Cloudy,28,77,57,4,224,No,High
27-07-2025,North Zone,Urban,Truck,887,57,0.67,Cloudy,28,72,70,1,137,Yes,Low
28-07-2025,North Zone,Highway,Car,1495,76,0.6,Rainy,26,52,118,1,167,Yes,Low
29-07-2025,South Zone,Urban,Truck,4389,57,0.75,Rainy,36,82,110,5,195,Yes,High
30-07-2025,Central Zone,Rural,Truck,4101,23,0.47,Cloudy,22,59,98,1,132,No,High
31-07-2025,West Zone,Urban,Bus,3750,45,0.87,Cloudy,25,44,82,1,265,No,High
01-08-2025,North Zone,Urban,Bike,1423,77,0.66,Cloudy,23,87,135,1,265,Yes,Low
02-08-2025,South Zone,Highway,Car,1100,20,0.96,Rainy,24,84,146,0,37,Yes,High
03-08-2025,South Zone,Rural,Truck,2751,63,0.87,Cloudy,37,48,197,1,136,No,Medium
04-08-2025,East Zone,Highway,Bus,4090,63,0.95,Rainy,28,78,184,0,69,No,High
05-08-2025,Central Zone,Rural,Bike,1933,65,0.69,Foggy,38,41,167,1,141,Yes,Medium
06-08-2025,Central Zone,Rural,Bus,3998,58,0.54,Rainy,28,73,194,5,120,Yes,High
07-08-2025,West Zone,Rural,Bus,1101,71,0.35,Rainy,20,69,191,1,93,Yes,Low
08-08-2025,North Zone,Highway,Bus,2336,47,0.59,Rainy,30,63,163,2,204,No,Medium
09-08-2025,West Zone,Rural,Car,1675,47,0.89,Cloudy,39,63,96,4,248,No,Low
10-08-2025,North Zone,Rural,Bike,2944,58,0.53,Rainy,27,46,136,2,177,No,Medium
11-08-2025,East Zone,Rural,Truck,2217,38,0.58,Foggy,29,48,78,1,252,No,Medium
12-08-2025,Central Zone,Highway,Bike,2461,47,0.74,Cloudy,28,76,184,1,291,No,Medium
13-08-2025,East Zone,Urban,Truck,1193,70,0.79,Foggy,26,51,141,1,188,Yes,Low
14-08-2025,North Zone,Highway,Bike,2194,70,0.65,Rainy,39,76,65,2,192,Yes,Medium
15-08-2025,West Zone,Urban,Car,1207,29,0.43,Foggy,27,54,195,1,190,Yes,High
16-08-2025,North Zone,Rural,Truck,4380,26,0.59,Rainy,28,65,175,3,240,Yes,High
17-08-2025,South Zone,Rural,Truck,1398,45,0.84,Foggy,37,50,179,5,204,No,Low
18-08-2025,West Zone,Urban,Bike,4192,71,0.67,Foggy,30,44,91,3,178,Yes,High
19-08-2025,West Zone,Rural,Car,4448,44,0.48,Rainy,22,47,185,2,91,Yes,High
20-08-2025,Central Zone,Urban,Bike,4132,62,0.38,Cloudy,21,90,122,5,233,Yes,High
21-08-2025,South Zone,Rural,Bus,1745,69,0.9,Cloudy,31,50,199,2,59,No,Low
22-08-2025,South Zone,Highway,Truck,1561,38,0.42,Rainy,33,48,138,1,210,No,Low
